ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
194,0,0,CSN6691,DEP,B38M/M,B205M,20240115,7,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¼ÃÄÏ/Ò£Ç½,ZWWW,ZSJN,ZSJN,2024-1-15 19:00,2024-1-15 19:00,,,2024-1-15 19:10,2.02401E+13,,2.02401E+13,2024-1-15 18:54,2.02401E+13,0,2024-1-15 18:45,2024-1-15 19:02,2024-1-15 23:05,2024-1-15 22:49,,,0,,,,,S0890,K0769,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H11 SHX W4 IGADA/K0777S0810 W4 GULEK,2.02401E+13,-900,2024-1-15 19:10,25,,,5cb57065cbac4e13896f5f5b7e135b8e,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7416,2024-1-15 19:17,2024-1-15 19:17,DEP,,81355,,33,14,,U,S,0,2,,N,N,W/Z,,0,,CSN,
195,0,0,CSN6887,DEP,A19N/M,B329Y,20240115,7,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 19:00,2024-1-15 19:00,,,2024-1-15 19:04,2.02401E+13,,2.02401E+13,2024-1-15 18:50,2.02401E+13,0,2024-1-15 18:45,2024-1-15 18:59,2024-1-15 23:55,2024-1-15 23:42,,,0,,,,,S1010,K0824,WUR X54 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT/K0852S1010 A599 IGIVI/K0825S0950 A599 BIPOP/K0752S0750 A599 AGRAV/K0713S0570 A599 GYA,2.02401E+13,-1260,2024-1-15 19:04,25,,,59032d6032b5480faad2325c410cb8a8,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2323,2024-1-15 19:14,2024-1-15 19:14,DEP,,75577,,31,163,,U,S,0,2,,N,N,W/Z,,0,,CSN,
196,0,0,CSN8457,ARR,B738/M,B1748,20240115,7,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 19:00,2024-1-15 19:00,,,2024-1-15 19:14,2.02401E+13,,2.02401E+13,2024-1-15 18:58,2.02401E+13,0,2024-1-15 19:02,2024-1-15 19:18,2024-1-15 20:47,2024-1-15 20:43,,2024-1-15 21:03,0,,,,,S0920,K0747,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-660,2024-1-15 19:14,25,,,6df830a8a85845d099d41d0ab20be2cb,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A0665,2024-1-15 19:15,2024-1-15 19:15,ARR,,81561,,32,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
197,0,0,CHH7895,ARR,B738/M,B5620,20240115,7,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 19:00,2024-1-15 19:00,,,2024-1-15 18:57,2.02401E+13,,2.02401E+13,2024-1-15 18:48,2.02401E+13,0,2024-1-15 19:04,2024-1-15 19:18,2024-1-15 21:02,2024-1-15 20:39,,2024-1-15 20:46,0,,,2.02401E+13,,S1040,M078,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-1680,2024-1-15 18:57,25,,,3537d1268a8b44aea40778c92ff6ecee,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A0663,2024-1-15 19:14,2024-1-15 19:14,ARR,,74830,,15,,,U,S,0,2,,N,N,W/Z,,0,,CHH,
198,0,0,CSN6854,ARR,B738/M,B5761,20240115,7,24,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÒÁÄþ,ZWWW,ZWYN,ZWYN,2024-1-15 19:05,2024-1-15 19:05,,,2024-1-15 19:27,2.02401E+13,,2.02401E+13,2024-1-15 19:03,2.02401E+13,0,2024-1-15 18:52,2024-1-15 19:07,2024-1-15 20:17,2024-1-15 19:59,,2024-1-15 20:28,0,,,,,S0840,K0751,WUR B215 KABDO W119 OGEDI H71 YNN,2.02401E+13,-180,2024-1-15 19:27,25,,,2fc813ac7252474bb823c3946ece8db5,,,,0,,,0,0,0,5,5,0,1,,,,,U,N,A1027,2024-1-15 19:20,2024-1-15 19:20,ARR,,56019,,28,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
199,0,0,CDG8708,ARR,B738/M,B1273,20240115,7,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Òø´¨/ºÓ¶«,ZWWW,ZLIC,ZLIC,2024-1-15 19:05,2024-1-15 19:05,,,2024-1-15 19:16,2.02401E+13,,2.02401E+13,2024-1-15 18:57,2.02401E+13,0,2024-1-15 19:03,2024-1-15 19:16,2024-1-15 21:50,2024-1-15 21:37,,2024-1-15 21:41,0,2.02401E+13,,,,S0950,K0848,WUR X54 ESDEX W191 PANRA W212 MUDAP W211 ZWX W219 YHD,2.02401E+13,-840,2024-1-15 19:16,25,,,d7c0a2335deb4e59afab0bdf66228b4f,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7426,2024-1-15 19:18,2024-1-15 19:18,ARR,,41121,,12,,,U,S,0,2,,N,N,W/Z,,0,,CDG,
200,0,0,DKH1984,ARR,A21N/M,B32CJ,20240115,7,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 19:10,2024-1-15 19:10,,,2024-1-15 19:21,2.02401E+13,,2.02401E+13,2024-1-15 18:54,2.02401E+13,0,2024-1-15 18:55,2024-1-15 19:09,2024-1-15 22:42,2024-1-15 22:28,,2024-1-15 22:31,0,,,,,S0950,K0780,WUR X54 ESDEX W191 DNC W565 XIXAN B330 MEXAD,2.02401E+13,-840,2024-1-15 19:21,25,,,bddfb237f3584b7fb846ff9f5d27a728,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2307,2024-1-15 19:24,2024-1-15 19:24,ARR,,61911,,11,,,U,S,0,2,,N,N,W/Z,,0,,DKH,
201,0,0,CHH7246,DEP,B738/M,B5479,20240115,7,36L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 19:10,2024-1-15 19:10,,,2024-1-15 19:34,2.02401E+13,,2.02401E+13,2024-1-15 19:10,2.02401E+13,0,2024-1-15 18:55,2024-1-15 19:09,2024-1-15 23:00,2024-1-15 22:37,,,0,,,,,S1070,M078,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-60,2024-1-15 19:34,25,,,8e6846cdae3d4ec6ac466c70bdc192ce,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2310,2024-1-15 19:24,2024-1-15 19:24,DEP,,77187,,9,240,,U,S,0,2,,N,N,W/Z,,0,,CHH,
202,0,0,CQH6928,DEP,A20N/M,B325C,20240115,7,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 19:15,2024-1-15 19:15,2024-1-15 19:49,,2024-1-15 20:13,2.02401E+13,,2.02401E+13,2024-1-15 19:45,2.02401E+13,0,2024-1-15 20:00,2024-1-15 20:05,2024-1-15 23:30,2024-1-15 23:30,,,0,,,,,S1010,K0850,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 SASAN,2.02401E+13,1980,2024-1-15 20:13,25,,,0bccc75f766c4ef5b3da3a37160865eb,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2304,2024-1-15 19:31,2024-1-15 19:31,DEP,,74873,,13,,,U,S,0,2,,N,N,W/Z,,0,,CQH,
203,0,0,OKA3044,ARR,B738/M,B1963,20240115,7,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Òø´¨/ºÓ¶«,ZWWW,ZLIC,ZLIC,2024-1-15 19:20,2024-1-15 19:20,2024-1-15 19:28,,2024-1-15 19:43,2.02401E+13,,,2024-1-15 19:23,,0,2024-1-15 19:42,2024-1-15 19:43,2024-1-15 21:55,2024-1-15 22:05,,2024-1-15 22:20,0,2.02401E+13,,2.02401E+13,,S0950,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD,2.02401E+13,-120,2024-1-15 19:43,25,,,3ed15ae6188a404eaf8748c2ba04dd57,,,,0,,,0,0,0,0,5,0,0,,,,,U,N,A2325,2024-1-15 19:35,2024-1-15 19:35,ARR,,67402,,79,,,U,S,0,2,,N,N,W/Z,,0,,OKA,
204,0,0,CHH7224,DEP,B738/M,B1498,20240115,7,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 19:20,2024-1-15 19:20,,,2024-1-15 19:41,2.02401E+13,,,2024-1-15 19:07,2.02401E+13,0,2024-1-15 19:16,2024-1-15 19:31,2024-1-16 0:10,2024-1-16 0:35,,,0,,,,,S1070,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 KWE W181 DUDIT A599 GYA,2.02401E+13,-240,2024-1-15 19:41,25,,,3acdce2e16f14072a5df2e953d703d4d,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2333,2024-1-15 19:35,2024-1-15 19:35,DEP,,80805,,14,119,,U,S,0,2,,N,N,W/Z,,0,,CHH,
205,0,0,CES2675,DEP,A20N/M,B30ET,20240115,7,6,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÄÏ¾©/Â»¿Ú,ZWWW,ZSNJ,ZSNJ,2024-1-15 19:20,2024-1-15 19:20,,,2024-1-15 19:31,2.02401E+13,,2.02401E+13,2024-1-15 19:01,2.02401E+13,0,2024-1-15 19:05,2024-1-15 19:19,2024-1-15 23:52,2024-1-15 23:06,,,0,,,,,S1010,K0827,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE W51 LEGIV W164 OREVO,2.02401E+13,-840,2024-1-15 19:31,25,,,e8ba63b2b10c4326b5e132f2d9e57179,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2301,2024-1-15 19:34,2024-1-15 19:34,DEP,,41791,,16,220,,U,S,0,2,,N,N,W/Z,,0,,CES,
206,0,0,CES5634,DEP,A20N/M,B324Z,20240115,7,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 19:20,2024-1-15 19:20,,,2024-1-15 19:52,2.02401E+13,,2.02401E+13,2024-1-15 19:32,2.02401E+13,0,2024-1-15 19:39,2024-1-15 19:54,2024-1-15 23:40,2024-1-15 23:37,,,0,,,,,S0950,K0842,WUR X54 PTG/K0822S1070 X54 ESDEX W191 DNC W565 XIXAN W214 JIG/K0742S0890 W214 HO/K0818S0890 H14 P396 H131 P62 H11 ML W118 REVKU/K0727S0890 H48 FYG/K0822S0890 B208 MAGLI/K0738S0890 B208 HFE R343 SASAN,2.02401E+13,420,2024-1-15 19:52,25,,,1e7918eac5344d15b9012e64e809a5d7,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2316,2024-1-15 19:35,2024-1-15 19:35,DEP,,43493,,8,,,U,S,0,2,,N,N,W/Z,,0,,CES,
207,0,0,CSN8232,DEP,B738/M,B1401,20240115,7,30R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 19:25,2024-1-15 19:25,,,2024-1-15 19:48,2.02401E+13,,2.02401E+13,2024-1-15 19:15,2.02401E+13,0,2024-1-15 19:12,2024-1-15 19:25,2024-1-15 23:02,2024-1-15 22:52,,,0,,,,,S0950,K0789,WUR X54 ESDEX W191 DNC W565 XIXAN W214 JIG/K0780S0890 W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-120,2024-1-15 19:48,25,,,6f5298c8d6e346b5bf32a1134ed78aa0,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A2332,2024-1-15 19:38,2024-1-15 19:38,DEP,RES_GDP_20240115151820R761-U_154748309B20240115154748,,55626,,23,262,,U,S,0,2,,N,N,W/Z,,0,,CSN
208,0,0,CCA2524,DEP,A319/M,B6047,20240115,7,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 19:25,2024-1-15 19:25,,,2024-1-15 19:36,2.02401E+13,,,2024-1-15 19:09,,0,2024-1-15 19:14,2024-1-15 19:28,2024-1-15 23:02,2024-1-15 22:43,,,0,,,,,S1010,K0829,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 MEXAD,2.02401E+13,-840,2024-1-15 19:36,25,,,9a59be981d0742ccb11d074ea8e80b39,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2311,2024-1-15 19:39,2024-1-15 19:39,DEP,,79356,,17,,,U,S,0,2,,N,N,W/Z,,0,,CCA,
209,0,0,GCR7565,ARR,E190/M,B3117,20240115,7,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 19:35,2024-1-15 19:35,,,2024-1-15 19:57,2.02401E+13,,,2024-1-15 19:26,2.02401E+13,0,2024-1-15 19:20,2024-1-15 19:35,2024-1-15 21:27,2024-1-15 21:14,,2024-1-15 21:46,0,2.02401E+13,,,,S0920,M075,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-180,2024-1-15 19:57,25,,,d7346d212b3d4eb293b605985b97c414,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A1011,2024-1-15 19:50,2024-1-15 19:50,ARR,,62639,,101,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
210,0,0,CSN6011,ARR,B738/M,B7995,20240115,7,,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ALMATY,ZWWW,UAAA,UAAA,2024-1-15 19:35,2024-1-15 19:35,,,2024-1-15 20:00,2.02401E+13,,2.02401E+13,2024-1-15 19:23,2.02401E+13,0,2024-1-15 19:22,2024-1-15 19:35,2024-1-15 21:05,2024-1-15 20:56,,2024-1-15 21:26,0,,,,,S0980,K0827,WUR B215 KABDO W119 GOBOK A343 RULAD/K0827F320 M610 TIRBA DCT,,0,2024-1-15 20:00,25,,,be57e4199116404181bdf2d9a7b49db3,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2320,2024-1-15 19:48,2024-1-15 19:48,ARR,,71705,,18,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
211,0,0,CSN6023,DEP,B38M/M,B1166,20240115,7,,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°Í¿â,ZWWW,UBBB,UBBB,2024-1-15 19:40,2024-1-15 19:40,,,2024-1-15 19:50,2.02401E+13,,2.02401E+13,2024-1-15 19:22,2.02401E+13,0,2024-1-15 19:25,2024-1-15 19:39,2024-1-16 0:30,2024-1-16 0:18,,,0,,,,,S1040,K0836,WUR B215 KABDO W119 GOBOK A343 RULAD/K0836F340 M610 ARBOL Z621 GENDI N147 OTBOR A480 KRS B143 TUNEK A909 RODAR M11 AMOKU AMOKU1G,2.02401E+13,-900,2024-1-15 19:50,25,,,27633a6d857e412ea4747b17504f9694,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2312,2024-1-15 19:54,2024-1-15 19:54,DEP,,31217,,20,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
212,0,0,CSN6039,DEP,B38M/M,B1203,20240115,7,,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,µÚ±ÈÀûË¹,ZWWW,UGTB,UGTB,2024-1-15 19:50,2024-1-15 19:50,,,2024-1-15 20:06,2.02401E+13,,2.02401E+13,2024-1-15 19:28,2.02401E+13,0,2024-1-15 19:35,2024-1-15 19:50,2024-1-16 1:05,2024-1-16 0:54,,,0,,,,,S0980,K0835,WUR W190 VARMI A368 SARIN/K0838F320 N161 MASAV N37 IPLED A921 KUFAN DCT LAMUS LAMUS1A,2.02401E+13,-540,2024-1-15 20:06,25,,,d3c60f8b98ed4a52960782ae326d2bcc,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2305,2024-1-15 20:05,2024-1-15 20:05,DEP,,69039,,19,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
213,0,0,CCA2898,DEP,B738/M,B1219,20240115,7,16L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 19:50,2024-1-15 19:50,,,2024-1-15 20:08,2.02401E+13,,,2024-1-15 19:49,2.02401E+13,0,2024-1-15 19:48,2024-1-15 20:03,2024-1-15 23:17,2024-1-15 23:29,,,0,,,,,S0950,K0820,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-420,2024-1-15 20:08,25,,,0fbdda4538f84dd0af3dc5bc191cdf02,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2335,2024-1-15 20:05,2024-1-15 20:05,DEP,,38420,,10,204,,U,S,0,2,,N,N,W/Z,,0,,CCA,
214,0,0,GCR7840,DEP,A320/M,B1692,20240115,25,16L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 20:00,2024-1-15 20:00,,,2024-1-15 20:24,2.02401E+13,,,2024-1-15 20:00,2.02401E+13,0,2024-1-15 20:02,2024-1-15 20:18,2024-1-15 23:37,2024-1-15 23:43,,,0,,,,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-60,2024-1-15 20:24,25,,,3a4f47ccf125405691aa2eabb4659656,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2303,2024-1-15 20:16,2024-1-15 20:16,DEP,,74944,,3,216,,U,S,0,2,,N,N,W/Z,,0,,GCR,
215,0,0,GCR6478,DEP,A320/M,B300S,20240115,25,01L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹óÑô/Áú¶´±¤,ZWWW,ZUGY,ZUGY,2024-1-15 20:00,2024-1-15 20:00,,,2024-1-15 20:23,2.02401E+13,,2.02401E+13,2024-1-15 19:52,2.02401E+13,0,2024-1-15 19:46,2024-1-15 20:02,2024-1-16 0:02,2024-1-16 0:06,,,0,,,,,S1010,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 QNX,2.02401E+13,-120,2024-1-15 20:23,25,,,204b632dab4343f8af0232f707c27694,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2315,2024-1-15 20:16,2024-1-15 20:16,DEP,,62508,,1,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
216,0,0,GCR7571,ARR,E190/M,B3155,20240115,25,30,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ëþ³Ç/Ç§Èª,ZWWW,ZWTC,ZWTC,2024-1-15 20:00,2024-1-15 20:00,,,2024-1-15 20:20,2.02401E+13,,,2024-1-15 19:46,2.02401E+13,0,2024-1-15 19:45,2024-1-15 20:01,2024-1-15 21:17,2024-1-15 20:49,,2024-1-15 21:11,0,,,,,S0840,M075,WUR W190 VARMI A368 TCH,2.02401E+13,-300,2024-1-15 20:20,25,,,285370bffa4c4d0096c9503f6ea38ce1,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A1003,2024-1-15 20:16,2024-1-15 20:16,ARR,,62658,,6,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
217,0,0,CSN6683,ARR,B737/M,B5291,20240115,7,31,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿ËÀ­ÂêÒÀ/¹Åº£,ZWWW,ZWKM,ZWKM,2024-1-15 20:00,2024-1-15 20:00,,,2024-1-15 20:10,2.02401E+13,,2.02401E+13,2024-1-15 19:44,2.02401E+13,0,2024-1-15 19:45,2024-1-15 19:59,2024-1-15 20:52,2024-1-15 20:38,,2024-1-15 20:47,0,,,,,S0660,K0691,WUR W190 VARMI A368 P221 H73 KLM,2.02401E+13,-900,2024-1-15 20:10,25,,,94648b21c49a44629f0085d011d16de7,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A1025,2024-1-15 20:14,2024-1-15 20:14,ARR,,81599,,44,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
218,0,0,CSN3468,DEP,A320/M,B6682,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³¤É³/»Æ»¨,ZWWW,ZGHA,ZGHA,2024-1-15 20:05,2024-1-15 20:05,,,2024-1-15 20:37,2.02401E+13,,2.02401E+13,2024-1-15 20:18,2.02401E+13,0,2024-1-15 20:15,2024-1-15 20:31,2024-1-16 0:07,2024-1-15 23:57,,,0,,,,,S1070,K0822,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT/K0832S1040 H132 P234/K0806S0810 H36 YIH H9 CD W194 ASOGO W610 BEMTA,2.02401E+13,420,2024-1-15 20:37,25,,,69849c9600e04976a79c11551a37f5a0,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2324,2024-1-15 20:21,2024-1-15 20:21,DEP,,77194,,42,17,,U,S,0,2,,N,N,W/Z,,0,,CSN,
219,0,0,CSS7095,DEP,B752/M,B2817,20240115,25,,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¶õÖÝ/»¨ºþ,ZWWW,ZHEC,ZHEC,2024-1-15 20:10,2024-1-15 20:55,2024-1-15 20:40,,2024-1-15 21:21,2.02401E+13,,2.02401E+13,2024-1-15 20:47,2.02401E+13,0,2024-1-15 20:42,2024-1-15 20:54,2024-1-16 0:47,2024-1-16 1:02,,,0,,,,,S1010,K0780,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 P123 W37 ENLAB,,2760,2024-1-15 21:21,25,,,8190b90751f04d9b98e2ceeebca771b2,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7427,2024-1-15 21:09,2024-1-15 20:24,DEP,,57480,,171,,,0,S,0,1,,N,N,H/G,,0,,CSS,
220,4,0,CUH2615,DEP,B738/M,B1325,20240115,25,33,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉîÛÚ/±¦°²,ZWWW,ZGSZ,ZGSZ,2024-1-15 20:10,2024-1-15 20:10,,2024-1-15 20:25,2024-1-15 20:29,2.02401E+13,2024-1-15 20:10,,2024-1-15 20:09,2.02401E+13,0,2024-1-15 19:55,2024-1-15 20:10,2024-1-16 1:15,2024-1-16 1:08,2024-1-16 0:53,,0,,,,,S1010,M078,WUR X54 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 POU W7 SAREX W6 NLG W509 KEVAR,2.02401E+13,-360,2024-1-15 20:29,25,,,88ff834472a94fbb997981f7bcdfeaae,,,RES_GDP_20240115085855R853-U_163829107B20240115163829,0,,,0,1,0,5,5,0,0,0,,,,U,N,A2302,2024-1-15 20:25,2024-1-15 20:25,DEP,,61262,,73,348,,U,S,0,2,,N,N,W/Z,,0,,CUH,
221,0,0,CSN6809,ARR,B38M/M,B1170,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 20:15,2024-1-15 20:15,,,2024-1-15 20:30,2.02401E+13,,2.02401E+13,2024-1-15 19:55,2.02401E+13,0,2024-1-15 20:00,2024-1-15 20:18,2024-1-15 22:12,2024-1-15 21:55,,2024-1-15 22:10,0,,,,,S0920,K0772,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-600,2024-1-15 20:30,25,,,cee6a9be463d4a26ac353a9a1b7ac39e,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A1016,2024-1-15 20:33,2024-1-15 20:33,ARR,,81262,,29,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
222,0,0,CSH9377,DEP,B738/M,B1336,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 20:15,2024-1-15 20:15,,,2024-1-15 20:27,2.02401E+13,,,2024-1-15 19:52,2.02401E+13,0,2024-1-15 20:00,2024-1-15 20:15,2024-1-16 0:12,2024-1-15 23:40,,,0,,,,,S0950,K0798,WUR X54 PTG/K0816S1070 X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-780,2024-1-15 20:27,25,,,d756e1deb1ad4e90a5313caa89126b23,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A7431,2024-1-15 20:30,2024-1-15 20:30,DEP,RES_GDP_20240115151820R761-U_154748309B20240115154748,,51248,,103,226,,U,S,0,2,,N,N,W/Z,,0,,CSH
